"Timestamp","Please indicate your prefered language for this questionnaire:","Which of the following groups do you best identify yourself with?","As an active member of a local citizen's initiative, social project or social organization, please indicate your level of interest in joining a civic crowdfunding platform:","Face-to-face interactions are necessary for collective action.","For most citizens on a civic crowdfunding platform, personnally funding a citizen's initiative is enough to satisfy their desire to engage in this project.","Citizens would like to participate in debates on local public issues that they care about.","It is relatively easy for citizens to find places where local public issues are collectively debated.","I would welcome the possibility for citizens on a crowdfunding platform to express their disagreement about some aspects of the projects they contribute to financially.","Civic crowdfunding represents a direct threat to the funding of public goods and services by the local government.","I regard crowdfunded citizen's initiatives as a sort of ‘Do-It-Yourself government’.","The local government is able to identify the projects that are most wanted by citizens.","Civic crowdfunding platforms could play a role of intermediary between citizen's initiatives and the local government.","General interest issues are addressed more efficiently by crowdfunded citizen's initiatives than by the local government.","General interest issues are addressed more efficiently by crowdfunded citizen's initiatives than by non-profit organizations subsidized by the local government.","Please indicate your level of interest for citizen's initiatives:","Personally funding a citizen's initiative is enough to satisfy my desire to engage in this project.","I would like to participate in debates on local public issues.","It is relatively easy for citizens to find places where local public issues are collectively debated.","I would be more inclined to contribute financially to a project on a civic crowdfunding platform if I had the possibility to express my disagreement about some aspects of the project.","Face-to-face interactions are necessary for collective action.","Civic crowdfunding represents a direct threat to public funding of services.","I regard crowdfunded citizen's initiatives as a sort of ‘Do-It-Yourself government’.","The local government is able to identify the projects that are most wanted by citizens.","Civic crowdfunding platforms could play a role of intermediary between citizen's initiatives and the local government.","General interest issues are addressed more efficiently by crowdfunded citizen's initiatives than by the local government.","General interest issues are addressed more efficiently by crowdfunded citizen's initiatives than by non-profit organizations subsidized by the local government.","I already invest in social projects:","My interest in contributing to the future of my neighborhood has increased in the past several years.","Where do you live ?","What is your gender?","Please indicate your age bracket:","What is the highest degree or level of schooling you have completed?","Tot welke groep identificieert u zich het meeste? ","U bent een actief lid van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie. Kan u uw niveau van interesse aanklikken? ","Een face-to-face is noodzakelijk voor een gegroepeerde actie tussen burgers. ","De meeste van de burgers op een civic crowdfunding platform, die een initiatief financieren, voelen zich genoeg betrokken bij het project. ","Burgers wensen deel te nemen aan debatten over maatschappelijke kwesties. ","Het is relatief makkelijk voor burgers om een plaats te vinden waar maatschappelijke kwesties, kunnen besproken worden. ","Ik zou graag een burger, die op een civic crowdfunding platform is uitnodigen, om zijn ongenoegen over bepaalde projecten, die hij financieel gesteund heeft, te bespreken. ","De civic crowdfunding is een rechtstreekse dreiging voor de financiëring van goederen en diensten door de lokale overheid. ","Ik zie crowdfuning als een soort 'do-it-yourself' regering.","De lokale autoriteiten zijn in staat projecten te identificeren die het waardigste zijn voor de burgers.","Het platform van civic crowdfunding kan een tussenpersoon zijn tussen burgerinitiatieven en lokale overheden.","Vragen van algemeen welzijn worden efficiënter behandeld door crowfunded burgerinitiatieven dan door lokale overheden. ","Vragen van algemeen welzijn worden beter behandeld door crowdfunded burgerinitiatieven dan niet gouvernementele organisaties die gesubsidieerd zijn door de lokale overheden. ","Gelieve jou niveau van interesse aan te duiden voor burgerinitiatieven: ","Een burgerinitiatief  financieel te steunen, is voldoende om mij betrokken bij het project te voelen. ","Ik wens deel te nemen aan debatten rond maatschappelijke kwesties.","Het is relatief makkelijk voor burgers om een plaats te vinden waar maatschappelijke kwesties kunnen besproken worden. ","Ik zou meer bereid zijn om een project financieel te steunen op een civic crowdfunding platform als ik de mogelijkheid heb om het project mee te evalueren.","Face-to-Face interacties zijn noodzakelijk voor een collectieve actie. ","De civic crowdfunding is een rechtstreekse dreiging voor de financiëring van goederen en diensten door de lokale overheid. ","Ik zie crowdfunding als een soort 'Do-it-Yourself regering'. ","De lokale autoriteiten zijn in staat projecten te identificeren die het waardigste zijn voor de burgers.","Het platform van civic crowdfunding kan een tussenpersoon zijn tussen burgerinitiatieven en lokale overheden.","Vragen van algemeen welzijn worden efficiënter behandeld door crowfunded burgerinitiatieven dan door lokale overheden. ","Vragen van algemeen welzijn worden beter behandeld door crowdfunded burgerinitiatieven dan niet gouvernementele organisatie gesubsidieerd door de lokale overheden. ","Ik investeer al in sociale projecten:","Mijn interesse om bij te dragen tot de toekomst van mijn buurt is gestegen afgelopen jaren. ","Waar woon je ?","Je bent :","Geef je leeftijdscategorie aan ","Wat is uw hoogste behaalde diploma? ","A quel groupe vous identifieriez-vous le mieux? ","En tant que membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale, veuillez indiquer le degré d'intérêt que vous portez à l'adhésion à une plateforme de crowdfunding citoyen:","Les interactions en face à face sont nécessaires pour mener une action commune entre citoyens.","Pour la plupart des citoyens sur une plateforme de crowdfunding citoyen, financer personnellement une initiative citoyenne est suffisant pour satisfaire leur désir d'engagement dans ce projet.","Les citoyens souhaiteraient participer à des débats qui concernent les enjeux publics locaux.","Il est relativement aisé pour les citoyens d'identifier les lieux où sont collectivement débattus les enjeux publics locaux.","J'accueillerais volontiers la possibilité pour un citoyen sur une plateforme de crowdfunding citoyen d'exprimer son désaccord sur certains aspects des initiatives citoyennes auxquelles il contribue financièrement.","Le crowdfunding citoyen représente une menace directe pour le financement de biens et services publics par les autorités locales.","Je perçois le crowdfunding citoyen comme une sorte de ""Faisons le gouvernement nous-même"".","Les autorités locales sont capables d'identifier les projets les plus désirés par les citoyens.","Les plateformes de crowdfunding citoyen pourraient jouer un rôle d'intermédaire entre les initiatives citoyennes et les autorités locales. ","Les questions d'intérêt général sont mieux adressées par les initiatives citoyennes financées de manière participative sur les plateformes de crowdfunding citoyen que par les autorités locales.","Les questions d'intérêt général sont mieux adressées par les initiatives citoyennes financées de manière participative sur les plateformes de crowdfunding citoyen que par les organisations sans but lucratif subsidiées par le gouvernement.","Veuillez indiquer votre degré d'intérêt pour les initiatives citoyennes:","Financer personnellement une initiative citoyenne est suffisant pour satisfaire mon désir d'engagement dans ce projet.","J'aimerais participer à des débats qui concernent les enjeux publics locaux.","Il est relativement aisé pour les citoyens d'identifier les lieux où sont collectivement débattus les enjeux publics locaux.","Je serais plus disposé.e à contribuer financièrement à une initiative citoyenne sur une plateforme de crowdfunding citoyen si j'avais la possibilité d'exprimer mon désaccord sur certains aspects de ce projet.","Les interactions en face à face sont nécessaires pour mener une action commune entre citoyens.","Le crowdfunding citoyen représente une menace directe pour le financement de biens et services publics par les autorités locales.","Je perçois le crowdfunding citoyen comme une sorte de ""Faisons le gouvernement nous-même"".","Les autorités locales sont capables d'identifier les projets les plus désirés par les citoyens.","Les plateformes de crowdfunding citoyen pourraient jouer un rôle d'intermédaire entre les initiatives citoyennes et les autorités locales. ","Les enjeux d'intérêt général sont mieux adressés par les initiatives citoyennes financées de manière participative sur les plateformes de crowdfunding citoyen que par les autorités locales.","Les enjeux d'intérêt général sont mieux adressés par les initiatives citoyennes financées de manière participative sur les plateformes de crowdfunding citoyen que par les organisations sans but lucratif subsidiées par le gouvernement.","J'investis déjà dans des projets à caractère social:","Mon intérêt à contribuer au futur de mon quartier a augmenté ces dernières années.","Où habitez-vous ?","Vous êtes :","Veuillez indiquer la tranche d'âge dans laquelle vous vous trouvez :","Quel est votre niveau d'études?"
"2018/04/27 10:41:59 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","Sans opinion","D'accord","Sans opinion","Pas d'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","","D'accord","Bruxelles-Capitale","Une femme","35-44 ans.","Master"
"2018/04/27 11:21:38 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Tout à fait d'accord","Sans opinion","Tout à fait d'accord","Pas du tout d'accord","Sans opinion","D'accord","Sans opinion","Pas du tout d'accord","Sans opinion","Sans opinion","Pas du tout d'accord","","","","","","","","","","","","","","Tout à fait d'accord","Bruxelles-Capitale","Un homme","45-54 ans.","Master"
"2018/04/28 1:07:37 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","D'accord","Tout à fait d'accord","Pas d'accord","D'accord","D'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/04/28 1:20:32 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Pas d'accord","Pas du tout d'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Tout à fait d'accord","Sans opinion","Sans opinion","","Pas d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/04/28 7:24:37 AM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik ben niet geinteresseerd door burgerinitiatieven","Helemaal niet akkoord","akkoord","akkoord","Helemaal niet akkoord","akkoord","niet akkoord","Helemaal niet akkoord","Helemaal niet akkoord","akkoord","Helemaal niet akkoord","Helemaal niet akkoord","","helemaal akkoord","Vlanderen","een man","25-34jaar","Bachelor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/04/28 9:29:28 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Sans opinion","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","Sans opinion","","Pas d'accord","Wallonie","Une femme","35-44 ans.","Bachelier"
"2018/04/28 2:24:15 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","Sans opinion","D'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Un homme","35-44 ans.","Primaire ou sans diplôme"
"2018/04/28 2:50:38 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Sans opinion","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Sans opinion","Pas d'accord","","","","","","","","","","","","","","D'accord","Flandre","Un homme","35-44 ans.","Bachelier"
"2018/04/28 3:16:35 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas du tout d'accord","Pas d'accord","Sans opinion","D'accord","Pas d'accord","D'accord","","Pas d'accord","Bruxelles-Capitale","Une femme","18-24 ans.","Diplôme secondaire"
"2018/04/28 5:00:17 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas du tout d'accord","Sans opinion","Pas du tout d'accord","D'accord","Tout à fait d'accord","Sans opinion","D'accord","Sans opinion","D'accord","Sans opinion","Sans opinion","","Pas d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/04/28 5:53:44 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","D'accord","Pas du tout d'accord","Pas d'accord","D'accord","D'accord","Sans opinion","Sans opinion","","D'accord","Flandre","Une femme","45-54 ans.","Bachelier"
"2018/04/28 10:47:03 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","D'accord","D'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","Sans opinion","","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/04/29 9:26:38 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","Pas d'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","Sans opinion","","D'accord","Wallonie","Une femme","35-44 ans.","Master"
"2018/04/29 11:59:19 AM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to volunteer for a citizen's initiative.","Disagree","Neither agree nor disagree","Strongly disagree","Agree","Disagree","Strongly disagree","Agree","Strongly disagree","Neither agree nor disagree","Agree","Neither agree nor disagree","","Agree","Outside Belgium ","Male","25-34 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/04/29 4:12:22 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","D'accord","Pas du tout d'accord","Sans opinion","Sans opinion","Pas du tout d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","Pas d'accord","","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/04/29 10:38:48 PM GMT+2","English","Active member of a local citizen's initiative, social project or social organization.","I could be interested to join a civic crowdfunding platform.","Strongly agree","Strongly agree","Strongly agree","Disagree","Neither agree nor disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","","","","","","","","","","","","","","Agree","Brussels","Female","35-44 years old.","Doctorate degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/04/30 8:46:10 AM GMT+2","English","Citizen with no active implication in a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to fund a citizen's initiative.","Neither agree nor disagree","Agree","Neither agree nor disagree","Agree","Agree","Disagree","Disagree","Neither agree nor disagree","Agree","Agree","Agree","","Disagree","Brussels","Male","25-34 years old.","Doctorate degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/04/30 1:53:16 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","Sans opinion","Sans opinion","Pas d'accord","D'accord","Pas du tout d'accord","Sans opinion","Pas du tout d'accord","Sans opinion","Sans opinion","Sans opinion","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Autre/Je préfère le garder pour moi","25-34 ans.","Diplôme secondaire"
"2018/04/30 2:15:18 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Sans opinion","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","Sans opinion","","Pas d'accord","Wallonie","Un homme","25-34 ans.","Master"
"2018/04/30 3:45:21 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","D'accord","Pas d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Tout à fait d'accord","Pas d'accord","Tout à fait d'accord","Sans opinion","Sans opinion","","Pas d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/04/30 5:45:29 PM GMT+2","English","Citizen with casual volonteering for a local citizen's initiative, social project or social organization.","","","","","","","","","","","","","I could be interested to fund a citizen's initiative.","Agree","Neither agree nor disagree","Disagree","Agree","Disagree","Strongly disagree","Neither agree nor disagree","Disagree","Agree","Agree","Agree","","Agree","Brussels","Male","45-54 years old.","Master’s degree.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/04/30 6:03:26 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","D'accord","D'accord","Sans opinion","D'accord","Pas d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Pas d'accord","Pas d'accord","","","","","","","","","","","","","","Tout à fait d'accord","Wallonie","Un homme","55-64 ans.","Master"
"2018/05/01 12:14:04 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","D'accord","Pas d'accord","Pas d'accord","Sans opinion","D'accord","Tout à fait d'accord","D'accord","D'accord","Pas d'accord","Tout à fait d'accord","D'accord","0€","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/01 2:36:49 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas du tout d'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","D'accord","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Sans opinion","Sans opinion","1 - 99€ /an","Tout à fait d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/01 4:55:09 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Sans opinion","D'accord","Sans opinion","D'accord","D'accord","D'accord","Tout à fait d'accord","D'accord","Tout à fait d'accord","D'accord","Sans opinion","1 - 99€ /an","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/01 6:15:25 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à contribuer en tant que volontaire dans une initiative citoyenne","Pas d'accord","Tout à fait d'accord","Sans opinion","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas du tout d'accord","Sans opinion","Tout à fait d'accord","D'accord","Sans opinion","1 - 99€ /an","Tout à fait d'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/01 6:50:35 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die occasioneel bijdraagt als vrijliger van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik zou eventueel geinteresseerd zijn om een vrijwillige bijdrage te leveren aan een burgerinitiatief","akkoord","akkoord","niet akkoord","akkoord","niet akkoord","niet akkoord","akkoord","niet akkoord","akkoord","geen mening","geen mening","1 - 99€ /jaar","helemaal akkoord","Brussel","een vrow","25-34jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/02 1:37:13 AM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Membre actif d'une initiative citoyenne locale, d'un projet social ou d'une organisation sociale.","Je pourrais être intéressé.e par l'adhésion à une plateforme de crowdfunding citoyen.","Sans opinion","D'accord","Sans opinion","Pas d'accord","D'accord","Sans opinion","D'accord","D'accord","D'accord","D'accord","D'accord","","","","","","","","","","","","","","D'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Diplôme secondaire"
"2018/05/02 1:38:26 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Pas d'accord","Pas d'accord","D'accord","D'accord","D'accord","D'accord","100 - 199€ /an","D'accord","Bruxelles-Capitale","Une femme","35-44 ans.","Diplôme secondaire"
"2018/05/02 2:35:52 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","D'accord","Tout à fait d'accord","Pas d'accord","D'accord","D'accord","D'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","0€","Pas du tout d'accord","Bruxelles-Capitale","Une femme","25-34 ans.","Bachelier"
"2018/05/02 2:47:06 PM GMT+2","Nederlands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Een burger die geen deel uitmaakt van een lokaal burgerinitiatief, een sociaal project of een sociale organisatie.","","","","","","","","","","","","","Ik zou eventueel geinteresseerd zijn om een vrijwillige bijdrage te leveren aan een burgerinitiatief","akkoord","geen mening","niet akkoord","akkoord","geen mening","niet akkoord","niet akkoord","niet akkoord","akkoord","geen mening","geen mening","1 - 99€ /jaar","Niet akkoord","Vlaanderen","een vrow","35-44jaar","Master","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/05/02 3:00:57 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par le financement d'une initiative citoyenne","D'accord","Sans opinion","Pas d'accord","Sans opinion","Sans opinion","Pas d'accord","Sans opinion","Sans opinion","D'accord","D'accord","Sans opinion","1 - 99€ /an","Sans opinion","Bruxelles-Capitale","Une femme","25-34 ans.","Master"
"2018/05/02 4:42:37 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je suis prêt.e à financer une initiative citoyenne","D'accord","Sans opinion","Pas d'accord","D'accord","Pas d'accord","Pas du tout d'accord","Pas du tout d'accord","Pas d'accord","D'accord","Sans opinion","D'accord","1 - 99€ /an","D'accord","Bruxelles-Capitale","Un homme","25-34 ans.","Master"
"2018/05/02 4:55:53 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne contribuant de manière occasionnelle en tant que volontaire à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je pourrais être éventuellement intéressé.e par une contribution en tant que volontaire dans une initiative citoyenne","Pas d'accord","D'accord","Pas du tout d'accord","D'accord","Tout à fait d'accord","Pas du tout d'accord","Pas d'accord","Pas d'accord","D'accord","Sans opinion","Sans opinion","100 - 199€ /an","Pas d'accord","Bruxelles-Capitale","Un homme","55-64 ans.","Master"
"2018/05/02 5:01:04 PM GMT+2","Français","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Citoyen.ne sans appartenance à une initiative citoyenne locale, un projet social ou une organisation sociale.","","","","","","","","","","","","","Je ne suis pas intéressé.e par les initiatives citoyennes","Sans opinion","Pas d'accord","Sans opinion","D'accord","Sans opinion","Pas d'accord","Pas d'accord","Pas d'accord","Sans opinion","Pas d'accord","Sans opinion","0€","Pas d'accord","Bruxelles-Capitale","Un homme","75 ans ou plus.","Master"
